Order_ID,Transaction_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_Corrected,Cost,Profit_Corrected,Profit_Status
2523,0524,Men,Basketball,LeBron 20,M,2,7007.6,0.62,5325.78,01-08-2024,Retail,Kolkata,-4484.86,5325.78,9810.64,-4484.86,Loss
2524,0525,Women,Lifestyle,Air Force 1,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2525,0526,Women,Training,Metcon 7,XL,2,6110.03,0.62,4643.62,18-02-2025,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2526,0527,Kids,Lifestyle,Waffle One,10,1,6110.03,0.62,2321.81,01-08-2024,Retail,Hyderabad,-1955.21,2321.81,4277.02,-1955.21,Loss
2527,0528,Men,Lifestyle,Air Force 1,XL,2,7408.91,0.62,5630.77,18-03-2024,Online,Delhi,-4741.7,5630.77,10372.47,-4741.7,Loss
2528,0529,Women,Training,ZoomX Invincible,11,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2529,0530,Men,Running,React Infinity,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2530,0531,Women,Lifestyle,Dunk Low,M,2,4357.79,0.62,3311.92,01-08-2024,Retail,Mumbai,-2788.99,3311.92,6100.91,-2788.99,Loss
2531,0532,Men,Soccer,Premier III,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2532,0533,Men,Soccer,Tiempo Legend,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2533,0534,Women,Training,Flex Trainer,L,2,6110.03,1.02,-244.4,31-01-2024,Online,Mumbai,-8798.44,-244.4,8554.04,-8798.44,Loss
2534,0535,Women,Training,SuperRep Go,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2535,0536,Men,Soccer,Tiempo Legend,XL,2,2786.84,0.21,4403.21,01-08-2024,Online,Mumbai,501.63,4403.21,3901.58,501.63,Profit
2536,0537,Kids,Running,Air Zoom,M,2,2221.78,0.55,1999.6,01-08-2024,Retail,Delhi,-1110.89,1999.6,3110.49,-1110.89,Loss
2537,0538,Women,Lifestyle,Waffle One,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2538,0539,Men,Lifestyle,Waffle One,L,2,9701.24,0.62,7372.94,01-08-2024,Retail,Kolkata,-6208.8,7372.94,13581.74,-6208.8,Loss
2539,0540,Women,Running,Free RN,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2540,0541,Women,Lifestyle,Air Force 1,L,2,8794.64,0.62,6683.93,09-01-2025,Online,Mumbai,-5628.57,6683.93,12312.5,-5628.57,Loss
2541,0542,Kids,Running,React Infinity,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2542,0543,Kids,Running,React Infinity,XL,2,6110.03,0.18,10020.45,01-08-2024,Retail,Hyderabad,1466.41,10020.45,8554.04,1466.41,Profit
2543,0544,Women,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2544,0545,Men,Training,ZoomX Invincible,L,2,8856.07,0.62,6730.61,01-08-2024,Online,Bangalore,-5667.89,6730.61,12398.5,-5667.89,Loss
2545,0546,Men,Training,Metcon 7,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2546,0547,Kids,Training,ZoomX Invincible,XL,2,5179.57,0.62,3936.47,01-08-2024,Retail,Bangalore,-3314.93,3936.47,7251.4,-3314.93,Loss
2547,0548,Women,Soccer,Mercurial Superfly,M,1,3068.13,0.62,1165.89,01-08-2024,Retail,Kolkata,-981.8,1165.89,2147.69,-981.8,Loss
2548,0549,Kids,Running,Pegasus Turbo,L,2,9557,0.62,7263.32,01-08-2024,Online,Delhi,-6116.48,7263.32,13379.8,-6116.48,Loss
2549,0550,Men,Training,Flex Trainer,XL,2,4366.09,0.62,3318.23,01-08-2024,Retail,Delhi,-2794.3,3318.23,6112.53,-2794.3,Loss
2550,0551,Men,Soccer,Premier III,XL,1,6121.21,0.05,5815.15,08-09-2023,Online,Kolkata,1530.3,5815.15,4284.85,1530.3,Profit
2551,0552,Men,Training,ZoomX Invincible,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2552,0553,Women,Soccer,Premier III,10,1,6110.03,0.41,3604.92,01-08-2024,Retail,Hyderabad,-672.1,3604.92,4277.02,-672.1,Loss
2553,0554,Kids,Basketball,Kyrie Flytrap,L,2,6708.16,0.62,5098.2,24-02-2025,Online,Delhi,-4293.22,5098.2,9391.42,-4293.22,Loss
2554,0555,Women,Training,Flex Trainer,M,1,6755.56,0.62,2567.11,01-08-2024,Retail,Bangalore,-2161.78,2567.11,4728.89,-2161.78,Loss
2555,0556,Women,Basketball,Kyrie Flytrap,7,2,2685.95,0.62,2041.32,01-08-2024,Retail,Hyderabad,-1719.01,2041.32,3760.33,-1719.01,Loss
2556,0557,Kids,Lifestyle,Air Force 1,10,1,6110.03,0.62,2321.81,01-08-2024,Retail,Kolkata,-1955.21,2321.81,4277.02,-1955.21,Loss
2557,0558,Men,Basketball,LeBron 20,M,3,6110.03,0.62,6965.43,01-08-2024,Retail,Kolkata,-5865.63,6965.43,12831.06,-5865.63,Loss
2558,0559,Kids,Basketball,Kyrie Flytrap,L,2,3134.87,0.62,2382.5,01-08-2024,Online,Mumbai,-2006.32,2382.5,4388.82,-2006.32,Loss
2559,0560,Men,Lifestyle,Air Force 1,7,3,6011.84,0.62,6853.5,01-08-2024,Online,Kolkata,-5771.36,6853.5,12624.86,-5771.36,Loss
2560,0561,Kids,Basketball,Zoom Freak,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2561,0562,Women,Soccer,Tiempo Legend,XL,2,3642.21,0.62,2768.08,25-03-2024,Online,Bangalore,-2331.01,2768.08,5099.09,-2331.01,Loss
2562,0563,Kids,Training,ZoomX Invincible,L,1,6110.03,0.62,2321.81,21-12-2024,Retail,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
2563,0564,Men,Soccer,Mercurial Superfly,M,2,9443.35,0.54,8687.88,13-04-2025,Retail,Kolkata,-4532.81,8687.88,13220.69,-4532.81,Loss
2564,0565,Women,Basketball,LeBron 20,M,2,6110.03,0.72,3421.62,07-08-2023,Online,Delhi,-5132.42,3421.62,8554.04,-5132.42,Loss
2565,0566,Women,Lifestyle,Dunk Low,XL,4,3028.41,0.62,4603.18,18-09-2024,Online,Mumbai,-3876.37,4603.18,8479.55,-3876.37,Loss
2029,0567,Women,Running,React Infinity,L,2,7518.66,0.62,5714.18,01-08-2024,Retail,Kolkata,-4811.94,5714.18,10526.12,-4811.94,Loss
2567,0568,Women,Running,Air Zoom,M,3,6110.03,0.62,6965.43,01-08-2024,Online,Pune,-5865.63,6965.43,12831.06,-5865.63,Loss
2030,0569,Women,Soccer,Mercurial Superfly,L,2,2298.45,0.62,1746.82,01-08-2024,Retail,Kolkata,-1471.01,1746.82,3217.83,-1471.01,Loss
2569,0570,Women,Basketball,Air Jordan,L,2,9605.11,0.88,2305.23,01-08-2024,Online,Hyderabad,-11141.92,2305.23,13447.15,-11141.92,Loss
2570,0571,Men,Basketball,Air Jordan,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2571,0572,Kids,Soccer,Phantom GT,6,2,4728.95,0.62,3594,28-11-2023,Retail,Mumbai,-3026.53,3594,6620.53,-3026.53,Loss
2572,0573,Men,Lifestyle,Waffle One,XL,2,2729.99,0.76,1310.4,31-01-2024,Retail,Pune,-2511.59,1310.4,3821.99,-2511.59,Loss
2573,0574,Men,Soccer,Premier III,L,2,6110.03,0.75,3055.02,01-08-2024,Online,Delhi,-5499.02,3055.02,8554.04,-5499.02,Loss
2574,0575,Women,Soccer,Tiempo Legend,L,2,3502.97,0.62,2662.26,01-08-2024,Retail,Delhi,-2241.9,2662.26,4904.16,-2241.9,Loss
2575,0576,Men,Training,Metcon 7,XL,2,3582.67,0.62,2722.83,01-08-2024,Online,Hyderabad,-2292.91,2722.83,5015.74,-2292.91,Loss
2576,0577,Kids,Running,Pegasus Turbo,10,2,9134.77,0.62,6942.43,01-08-2024,Online,Pune,-5846.25,6942.43,12788.68,-5846.25,Loss
2577,0578,Women,Running,Air Zoom,L,2,5545.52,0.62,4214.6,16-11-2023,Retail,Mumbai,-3549.13,4214.6,7763.73,-3549.13,Loss
2578,0579,Men,Lifestyle,Blazer Mid,9,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2579,0580,Kids,Lifestyle,Dunk Low,7,3,9541.83,0.62,10877.69,01-08-2024,Online,Delhi,-9160.15,10877.69,20037.84,-9160.15,Loss
2580,0581,Kids,Training,Flex Trainer,M,1,2749.79,0.62,1044.92,01-08-2024,Retail,Kolkata,-879.93,1044.92,1924.85,-879.93,Loss
2581,0582,Kids,Running,Free RN,10,0,6110.03,0.53,0,01-08-2024,Online,Mumbai,0,0,0,0,Break-even
2582,0583,Men,Training,Metcon 7,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2583,0584,Men,Soccer,Tiempo Legend,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2584,0585,Kids,Running,React Infinity,M,0,6110.03,0.62,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
2585,0586,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,1.12,-1215.87,01-08-2024,Retail,Kolkata,-8308.47,-1215.87,7092.6,-8308.47,Loss
2586,0587,Men,Running,Air Zoom,L,2,6110.03,0.99,122.2,01-08-2024,Online,Mumbai,-8431.84,122.2,8554.04,-8431.84,Loss
2587,0588,Women,Running,React Infinity,6,4,6110.03,0.37,15397.28,01-08-2024,Online,Bangalore,-1710.8,15397.28,17108.08,-1710.8,Loss
2588,0589,Kids,Basketball,LeBron 20,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2589,0590,Men,Training,Metcon 7,M,3,6110.03,0.62,6965.43,17-09-2024,Online,Kolkata,-5865.63,6965.43,12831.06,-5865.63,Loss
2590,0591,Men,Soccer,Premier III,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2591,0592,Women,Training,SuperRep Go,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2592,0593,Women,Lifestyle,Blazer Mid,M,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2593,0594,Men,Lifestyle,Dunk Low,L,2,8747.18,0.62,6647.86,01-08-2024,Retail,Mumbai,-5598.19,6647.86,12246.05,-5598.19,Loss
2594,0595,Women,Training,ZoomX Invincible,XL,3,7944.34,0.67,7864.9,23-02-2024,Retail,Hyderabad,-8818.21,7864.9,16683.11,-8818.21,Loss
2595,0596,Men,Basketball,LeBron 20,XL,0,6110.03,0.62,0,23-02-2024,Retail,Delhi,0,0,0,0,Break-even
2030,0597,Men,Soccer,Mercurial Superfly,M,2,6110.03,0.7,3666.02,01-08-2024,Online,Pune,-4888.02,3666.02,8554.04,-4888.02,Loss
2597,0598,Kids,Running,Air Zoom,L,3,3348.83,0.62,3817.67,01-08-2024,Online,Bangalore,-3214.87,3817.67,7032.54,-3214.87,Loss
2598,0599,Women,Training,Metcon 7,8,2,9488.84,0.62,7211.52,01-08-2024,Retail,Bangalore,-6072.86,7211.52,13284.38,-6072.86,Loss
2599,0600,Kids,Training,Flex Trainer,12,4,6110.03,0.62,9287.25,01-08-2024,Retail,Hyderabad,-7820.83,9287.25,17108.08,-7820.83,Loss
2600,0601,Kids,Lifestyle,Air Force 1,M,3,6110.03,0.62,6965.43,01-08-2024,Online,Pune,-5865.63,6965.43,12831.06,-5865.63,Loss
2601,0602,Women,Soccer,Tiempo Legend,XL,1,6110.03,0.62,2321.81,01-08-2024,Retail,Delhi,-1955.21,2321.81,4277.02,-1955.21,Loss
2602,0603,Kids,Running,Free RN,XL,2,3518.53,0.62,2674.08,01-08-2024,Online,Pune,-2251.86,2674.08,4925.94,-2251.86,Loss
2603,0604,Women,Running,Air Zoom,L,0,6110.03,0.62,0,18-03-2025,Online,Hyderabad,0,0,0,0,Break-even
2047,0605,Men,Soccer,Phantom GT,L,4,6136.45,0.62,9327.4,17-12-2024,Online,Kolkata,-7854.66,9327.4,17182.06,-7854.66,Loss
2605,0606,Kids,Lifestyle,Dunk Low,L,2,7206.45,0.62,5476.9,01-02-2025,Online,Bangalore,-4612.13,5476.9,10089.03,-4612.13,Loss
2606,0607,Women,Lifestyle,Air Force 1,L,2,4040.65,0.62,3070.89,01-08-2024,Retail,Mumbai,-2586.02,3070.89,5656.91,-2586.02,Loss
2607,0608,Women,Basketball,LeBron 20,L,2,6110.03,0.62,4643.62,31-08-2023,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2608,0609,Women,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2609,0610,Kids,Soccer,Premier III,M,2,9649.28,0.62,7333.45,01-08-2024,Online,Bangalore,-6175.54,7333.45,13508.99,-6175.54,Loss
2610,0611,Women,Lifestyle,Blazer Mid,M,2,8359.07,0.62,6352.89,06-05-2025,Online,Bangalore,-5349.81,6352.89,11702.7,-5349.81,Loss
2033,0612,Kids,Soccer,Mercurial Superfly,M,4,6110.03,0.62,9287.25,01-08-2024,Retail,Pune,-7820.83,9287.25,17108.08,-7820.83,Loss
2612,0613,Women,Training,Flex Trainer,M,0,6110.03,0.62,0,10-08-2023,Retail,Mumbai,0,0,0,0,Break-even
2613,0614,Women,Lifestyle,Waffle One,7,3,4374.83,0.27,9580.88,01-08-2024,Retail,Delhi,393.74,9580.88,9187.14,393.74,Profit
2614,0615,Women,Running,React Infinity,XL,2,2265,0.62,1721.4,01-08-2024,Retail,Bangalore,-1449.6,1721.4,3171,-1449.6,Loss
2615,0616,Women,Soccer,Phantom GT,XL,3,3042.37,0.12,8031.86,01-08-2024,Online,Pune,1642.88,8031.86,6388.98,1642.88,Profit
2616,0617,Men,Lifestyle,Waffle One,XL,2,6110.03,0.2,9776.05,07-06-2024,Online,Kolkata,1222.01,9776.05,8554.04,1222.01,Profit
2617,0618,Kids,Soccer,Premier III,XL,0,6110.03,0.62,0,01-08-2024,Online,Delhi,0,0,0,0,Break-even
2618,0619,Kids,Lifestyle,Dunk Low,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2619,0620,Kids,Lifestyle,Waffle One,L,4,6110.03,0.65,8554.04,22-01-2024,Online,Hyderabad,-8554.04,8554.04,17108.08,-8554.04,Loss
2620,0621,Kids,Training,Flex Trainer,XL,0,6110.03,0.62,0,01-08-2024,Online,Hyderabad,0,0,0,0,Break-even
2621,0622,Kids,Soccer,Phantom GT,L,3,6466.57,0.59,7953.88,19-05-2024,Online,Bangalore,-5625.92,7953.88,13579.8,-5625.92,Loss
2622,0623,Kids,Lifestyle,Blazer Mid,M,2,8073.58,0.62,6135.92,01-08-2024,Online,Pune,-5167.09,6135.92,11303.01,-5167.09,Loss
2623,0624,Men,Running,Pegasus Turbo,L,2,4658.42,0.62,3540.4,01-08-2024,Retail,Mumbai,-2981.39,3540.4,6521.79,-2981.39,Loss
2624,0625,Men,Lifestyle,Blazer Mid,XL,0,6110.03,0.62,0,01-08-2024,Retail,Bangalore,0,0,0,0,Break-even
2625,0626,Kids,Training,Flex Trainer,M,2,6815.44,0.62,5179.73,05-02-2025,Online,Pune,-4361.89,5179.73,9541.62,-4361.89,Loss
2626,0627,Men,Running,Air Zoom,7,2,5550.99,0.62,4218.75,01-08-2024,Retail,Bangalore,-3552.64,4218.75,7771.39,-3552.64,Loss
2627,0628,Women,Basketball,LeBron 20,7,2,6110.03,0.62,4643.62,31-12-2023,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2628,0629,Kids,Basketball,Kyrie Flytrap,L,4,6110.03,0.44,13686.47,01-08-2024,Retail,Pune,-3421.61,13686.47,17108.08,-3421.61,Loss
2629,0630,Kids,Lifestyle,Waffle One,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2630,0631,Kids,Running,Pegasus Turbo,L,2,5846.21,1.02,-233.85,01-08-2024,Online,Delhi,-8418.54,-233.85,8184.69,-8418.54,Loss
2631,0632,Women,Basketball,Zoom Freak,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
2632,0633,Men,Running,Pegasus Turbo,L,2,7504.2,0.99,150.08,10-03-2024,Online,Pune,-10355.8,150.08,10505.88,-10355.8,Loss
2633,0634,Kids,Basketball,Air Jordan,10,0,6110.03,0.71,0,01-08-2024,Online,Bangalore,0,0,0,0,Break-even
2634,0635,Men,Lifestyle,Waffle One,L,2,5815.75,0.62,4419.97,01-08-2024,Retail,Bangalore,-3722.08,4419.97,8142.05,-3722.08,Loss
2635,0636,Women,Running,React Infinity,M,2,3934.22,0.62,2990.01,28-02-2024,Online,Kolkata,-2517.9,2990.01,5507.91,-2517.9,Loss
2636,0637,Men,Basketball,LeBron 20,11,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2637,0638,Kids,Training,SuperRep Go,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
2638,0639,Men,Soccer,Premier III,8,1,5028.99,0.62,1911.02,22-01-2024,Online,Pune,-1609.27,1911.02,3520.29,-1609.27,Loss
2639,0640,Men,Lifestyle,Blazer Mid,XL,2,2597.93,0.62,1974.43,25-06-2025,Retail,Pune,-1662.67,1974.43,3637.1,-1662.67,Loss
2640,0641,Kids,Training,ZoomX Invincible,9,2,7900.02,0.62,6004.02,01-08-2024,Online,Bangalore,-5056.01,6004.02,11060.03,-5056.01,Loss
2641,0642,Men,Running,React Infinity,L,2,2890.77,0.62,2196.99,01-08-2024,Online,Bangalore,-1850.09,2196.99,4047.08,-1850.09,Loss
2642,0643,Women,Lifestyle,Air Force 1,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2643,0644,Men,Soccer,Mercurial Superfly,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2644,0645,Men,Training,SuperRep Go,M,1,2640.04,0.62,1003.22,01-08-2024,Retail,Bangalore,-844.81,1003.22,1848.03,-844.81,Loss
2022,0646,Kids,Training,ZoomX Invincible,L,3,6110.03,0.62,6965.43,01-08-2024,Retail,Mumbai,-5865.63,6965.43,12831.06,-5865.63,Loss
2646,0647,Men,Soccer,Premier III,XL,1,6110.03,0.89,672.1,01-08-2024,Retail,Kolkata,-3604.92,672.1,4277.02,-3604.92,Loss
2647,0648,Women,Basketball,Zoom Freak,L,4,6110.03,0.62,9287.25,01-08-2024,Online,Mumbai,-7820.83,9287.25,17108.08,-7820.83,Loss
2648,0649,Men,Running,React Infinity,L,2,3477.49,0.54,3199.29,06-03-2025,Retail,Delhi,-1669.2,3199.29,4868.49,-1669.2,Loss
2649,0650,Women,Basketball,Kyrie Flytrap,L,2,6798.48,1.18,-2447.45,01-08-2024,Retail,Mumbai,-11965.32,-2447.45,9517.87,-11965.32,Loss
2650,0651,Men,Lifestyle,Blazer Mid,L,2,6110.03,0.62,4643.62,14-08-2023,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2651,0652,Kids,Basketball,Air Jordan,L,1,6110.03,0.62,2321.81,27-10-2024,Online,Kolkata,-1955.21,2321.81,4277.02,-1955.21,Loss
2652,0653,Women,Basketball,Air Jordan,L,2,6110.03,1.08,-977.6,01-08-2024,Online,Delhi,-9531.64,-977.6,8554.04,-9531.64,Loss
2653,0654,Men,Running,Pegasus Turbo,M,2,6178.85,1.04,-494.31,01-08-2024,Online,Hyderabad,-9144.7,-494.31,8650.39,-9144.7,Loss
2654,0655,Kids,Soccer,Tiempo Legend,M,2,6110.03,0.62,4643.62,21-07-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2655,0656,Kids,Training,SuperRep Go,10,2,4993.94,0.62,3795.39,01-08-2024,Retail,Mumbai,-3196.13,3795.39,6991.52,-3196.13,Loss
2656,0657,Women,Soccer,Premier III,M,1,5246.43,0.62,1993.64,01-08-2024,Retail,Bangalore,-1678.86,1993.64,3672.5,-1678.86,Loss
2657,0658,Kids,Running,Air Zoom,M,4,6110.03,0.62,9287.25,01-08-2024,Online,Delhi,-7820.83,9287.25,17108.08,-7820.83,Loss
2658,0659,Women,Lifestyle,Dunk Low,L,1,6110.03,0.62,2321.81,26-04-2025,Online,Delhi,-1955.21,2321.81,4277.02,-1955.21,Loss
2659,0660,Kids,Basketball,LeBron 20,M,2,9945.56,1.01,-198.91,01-08-2024,Online,Hyderabad,-14122.69,-198.91,13923.78,-14122.69,Loss
2660,0661,Men,Training,Flex Trainer,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2661,0662,Kids,Soccer,Tiempo Legend,XL,2,2006.63,0.62,1525.04,01-08-2024,Online,Delhi,-1284.24,1525.04,2809.28,-1284.24,Loss
2662,0663,Kids,Training,SuperRep Go,M,0,6110.03,0.62,0,01-08-2024,Online,Delhi,0,0,0,0,Break-even
2663,0664,Kids,Training,Metcon 7,L,2,6110.03,0.43,6965.43,01-08-2024,Retail,Delhi,-1588.61,6965.43,8554.04,-1588.61,Loss
2664,0665,Kids,Running,Pegasus Turbo,L,2,9103.08,0.62,6918.34,01-08-2024,Online,Mumbai,-5825.97,6918.34,12744.31,-5825.97,Loss
2665,0666,Men,Lifestyle,Waffle One,L,2,6140.7,0.62,4666.93,01-08-2024,Online,Delhi,-3930.05,4666.93,8596.98,-3930.05,Loss
2666,0667,Women,Soccer,Phantom GT,M,2,3700.75,0.62,2812.57,01-08-2024,Online,Kolkata,-2368.48,2812.57,5181.05,-2368.48,Loss
2667,0668,Women,Lifestyle,Air Force 1,XL,3,9367.66,0.62,10679.13,01-08-2024,Online,Delhi,-8992.96,10679.13,19672.09,-8992.96,Loss
2668,0669,Women,Training,ZoomX Invincible,M,2,6110.03,0.45,6721.03,01-08-2024,Retail,Bangalore,-1833.01,6721.03,8554.04,-1833.01,Loss
2669,0670,Women,Training,Flex Trainer,XL,2,6110.03,0.51,5987.83,01-08-2024,Retail,Pune,-2566.21,5987.83,8554.04,-2566.21,Loss
2027,0671,Men,Soccer,Premier III,12,4,7204.01,0.62,10950.1,15-06-2025,Retail,Delhi,-9221.13,10950.1,20171.23,-9221.13,Loss
2671,0672,Kids,Running,Air Zoom,XL,2,9264.49,0.62,7041.01,01-08-2024,Retail,Pune,-5929.28,7041.01,12970.29,-5929.28,Loss
2672,0673,Women,Lifestyle,Air Force 1,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2673,0674,Kids,Running,Pegasus Turbo,11,2,6891.25,0.63,5099.52,01-08-2024,Retail,Pune,-4548.23,5099.52,9647.75,-4548.23,Loss
2674,0675,Women,Lifestyle,Waffle One,7,2,4784.45,0.62,3636.18,01-08-2024,Online,Pune,-3062.05,3636.18,6698.23,-3062.05,Loss
2675,0676,Women,Soccer,Premier III,12,3,6110.03,0.62,6965.43,01-08-2024,Online,Hyderabad,-5865.63,6965.43,12831.06,-5865.63,Loss
2676,0677,Men,Running,Air Zoom,10,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
2677,0678,Men,Lifestyle,Air Force 1,M,2,5618.62,0.62,4270.15,01-08-2024,Retail,Bangalore,-3595.92,4270.15,7866.07,-3595.92,Loss
2678,0679,Kids,Running,Pegasus Turbo,L,0,4240.24,1.21,0,01-08-2024,Retail,Pune,0,0,0,0,Break-even
2679,0680,Men,Training,Flex Trainer,M,2,2758.08,0.04,5295.51,05-07-2024,Online,Bangalore,1434.2,5295.51,3861.31,1434.2,Profit
2680,0681,Kids,Training,Metcon 7,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
2681,0682,Women,Running,Pegasus Turbo,8,2,5996.09,0.62,4557.03,01-08-2024,Online,Delhi,-3837.5,4557.03,8394.53,-3837.5,Loss
2682,0683,Men,Basketball,LeBron 20,XL,4,6110.03,0.41,14419.67,01-08-2024,Retail,Pune,-2688.41,14419.67,17108.08,-2688.41,Loss
2683,0684,Kids,Lifestyle,Dunk Low,XL,1,6110.03,0.62,2321.81,01-08-2024,Online,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
2684,0685,Men,Lifestyle,Blazer Mid,L,0,6110.03,0.73,0,01-08-2024,Retail,Mumbai,0,0,0,0,Break-even
2685,0686,Kids,Lifestyle,Dunk Low,M,4,6110.03,0.62,9287.25,01-08-2024,Retail,Hyderabad,-7820.83,9287.25,17108.08,-7820.83,Loss
2686,0687,Women,Lifestyle,Blazer Mid,L,2,9585.39,1.03,-575.12,01-08-2024,Retail,Hyderabad,-13994.67,-575.12,13419.55,-13994.67,Loss
2687,0688,Women,Lifestyle,Waffle One,8,2,2381.94,0.62,1810.27,01-08-2024,Retail,Delhi,-1524.45,1810.27,3334.72,-1524.45,Loss
2031,0689,Women,Soccer,Phantom GT,L,2,6110.03,0.62,4643.62,12-07-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2689,0690,Women,Basketball,LeBron 20,L,2,5260.17,0.62,3997.73,01-08-2024,Retail,Mumbai,-3366.51,3997.73,7364.24,-3366.51,Loss
2690,0691,Kids,Training,Metcon 7,6,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
2042,0692,Men,Running,Air Zoom,L,2,6110.03,0.8,2444.01,01-08-2024,Online,Delhi,-6110.03,2444.01,8554.04,-6110.03,Loss
2692,0693,Women,Training,Metcon 7,XL,2,6110.03,0.47,6476.63,02-06-2024,Online,Bangalore,-2077.41,6476.63,8554.04,-2077.41,Loss
2693,0694,Kids,Training,ZoomX Invincible,10,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
2694,0695,Women,Training,Metcon 7,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
